x,y,x2,x3,x4,G_F,G_M
496.0,1508.0199874460795,-8575.681959151188,-71507.46476394808,47557.51808908055,True,False
497.0,1511.0520438230024,-5890.513636259146,10900.750689157543,13706.073243220337,True,False
498.0,1513.907110369389,-6415.210548640532,2857.164794141664,-26295.49001939984,True,False
499.0,1516.7124060950268,-4985.8319033292055,-46812.77395879942,59440.92298744911,True,False
500.0,1519.6097573818463,11079.051032769054,-14167.0382842863,-130044.3236211586,True,False
501.0,1522.7558296088605,6117.551017947994,7368.360799481044,26526.474334035203,True,False
502.0,1526.2658937387437,1368.026068999695,-12630.924933029268,348.4265813226452,True,False
503.0,1529.9511911821237,2319.911847015584,-1919.6981284457688,-30497.706438156634,True,False
504.0,1531.7532566380555,-7566.739548469812,-12733.1368434919,-54211.53249970591,True,False
505.0,1534.347338522672,-8259.133983349418,-46850.26588620788,83909.98277887519,True,False
506.0,1538.2442095856948,-9862.601475288002,-3902.774245941679,11748.39128971504,True,False
507.0,1540.5499273900475,-11603.9605603464,37540.98389617752,-118302.41228251574,True,False
508.0,1543.2898091311167,444.9768070848957,10581.619603044895,11058.59336873704,True,False
509.0,1547.0703276161796,7381.610392776737,23422.10326402421,47310.54311970446,True,False
510.0,1550.009574913587,-1461.826992761848,-34842.89235426923,30051.85771165515,True,False
511.0,1552.819860385756,983.1730112963636,-19955.47785873706,1929.1418412712253,True,False
512.0,1556.4570869883646,12773.603287876707,-10135.277714965448,14646.389875833818,True,False
513.0,1559.675329568395,6554.400204278378,-41629.30433651511,61205.8813889021,True,False
514.0,1562.3407725000084,-9566.967165381746,-92614.1533653558,-9766.610878063606,True,False
515.0,1564.989245522395,2220.6620116369013,-48725.90328009269,69745.21070597382,True,False
516.0,1567.809560724782,-16907.057194352856,16273.03368354851,11877.044449277384,True,False
517.0,1570.845043521672,-7741.270371809096,-10152.467878967673,-46889.513966325605,True,False
518.0,1574.1468771479438,-5765.477151965336,-22017.5232740926,-57389.99161872522,True,False
519.0,1576.3537980732146,-4143.3382367385975,18454.80259431401,-42565.86489026437,True,False
520.0,1580.0819278221763,76.60840045037267,4526.428967225246,43735.06419627322,True,False
521.0,1582.3077678125314,-14028.627379227495,24813.66560373717,-34762.14775393855,True,False
522.0,1586.0003842710466,8578.072410603227,20592.87587655033,108801.97733388064,True,False
523.0,1588.6755989084972,-4759.443337563831,-6836.363225518443,-53891.42775354843,True,False
524.0,1591.836860148445,-17032.900952399683,-32233.75505809302,9303.093296599867,True,False
525.0,1595.1980715003424,13524.030020715694,-8902.808440872725,-80247.50772994325,True,False
526.0,1598.037117313897,16024.15596074784,8623.676002723352,-35238.04132702418,True,False
527.0,1601.2856714979753,2623.7645273802627,29227.722705514905,-52366.10791587447,True,False
528.0,1604.2738248795763,-8082.541894623357,13031.705996411914,-10608.955107196074,True,False
529.0,1606.4284607325212,-13665.210434261711,-1966.2157305151704,-10985.933253939163,True,False
530.0,1609.7111278366806,-1240.975546919983,-22285.31675338473,-38730.527322122274,True,False
531.0,1613.3340520842096,-2038.8085592764648,104284.21524104914,-78701.39630321128,True,False
532.0,1615.8205932131004,13689.548117921808,36632.7921320435,18213.75862427915,True,False
533.0,1618.974415387245,10024.811677106276,50962.64448548816,52446.39967212036,True,False
534.0,1621.8083181146014,10926.921986869258,-71531.14899450711,-22828.118857038287,True,False
535.0,1624.4125998059326,-17500.23972233625,-30910.915701240792,3763.2384445932935,True,False
536.0,1627.750636715463,-191.185073522066,39295.38098657,52188.50422876509,True,False
537.0,1630.9422472467345,8743.328086475618,26183.331906637723,-78354.94335928155,True,False
538.0,1634.351727498096,10105.171426755998,25481.35723333716,37213.04175981771,True,False
539.0,1637.392476584772,-7595.061001225589,33270.663624045505,39505.49530484505,True,False
540.0,1640.0895974782552,10542.05182648336,-20330.778095382542,-760.5740107693127,True,False
541.0,1642.818935505662,-9012.39899250355,742.5688962276333,50235.25647577261,True,False
542.0,1646.2024423119988,-6672.257288124747,-14851.4208972177,-41564.46011593808,True,False
543.0,1649.0825348532617,6213.924157009464,5672.142755604055,21626.43537582487,True,False
544.0,1651.8727732815512,17798.712447897396,39456.231720678974,55006.68868875801,True,False
545.0,1655.224240609015,2484.5214975529548,-21808.42760136876,-3152.1862669280817,True,False
546.0,1658.7992483732928,20439.662066086858,-20249.24288128813,-61079.41415309589,True,False
547.0,1660.8835061108975,25158.735780154224,17295.05468506182,28488.049040483587,True,False
548.0,1664.4953986391251,10516.057158410023,42146.59414365315,42301.56008744968,True,False
549.0,1667.471770286184,16304.14809065572,1595.7511528111957,59719.75120005712,True,False
550.0,1670.2537019618867,12776.196766845916,-43156.05196862398,43181.11245367611,True,False
551.0,1673.0509344330562,5458.548745941597,-56588.49731195231,11417.125822514769,True,False
552.0,1676.3575330620172,-8890.71391858993,-18212.292698349884,43404.35760071172,True,False
553.0,1679.0066361355514,-24997.816388309468,36509.07634520362,-21777.625213792217,True,False
554.0,1681.6319020586752,9660.178634518656,-43376.15171957265,-126155.98148903433,True,False
555.0,1684.6747398478497,15394.255362193107,32886.6093831012,44042.044479645,True,False
556.0,1688.0217161642072,3882.257892107268,-25677.755301060613,-23660.83219410464,True,False
557.0,1690.9885647319643,-8961.244874593069,28397.298096520823,19504.961914907995,True,False
558.0,1693.712151057035,-924.479517245789,11216.03890965488,8574.74126301996,True,False
559.0,1697.3993431891777,-9315.990141268365,-41306.360837821616,29846.20329827855,True,False
560.0,1700.1086226177863,-2300.7791097944314,-3943.877907144513,17773.726400172047,True,False
561.0,1703.6071798706655,17901.2013330676,53467.34218421685,42584.46808444545,True,False
562.0,1706.1407681855253,-16163.10067696958,-1827.900834280588,-15745.716506262212,True,False
563.0,1709.0283005545512,5412.655098538136,17034.857203561616,-38014.98101456268,True,False
564.0,1712.291228545485,-4942.466068470587,-37733.90774732432,66013.50076561188,True,False
565.0,1715.2104553708928,12533.854955563356,-12436.589839047409,4380.727083059243,True,False
566.0,1718.3949588345308,8070.065359988598,-22284.914173477155,-74302.73760103811,True,False
567.0,1720.6841510590837,-6885.832954594988,14742.680583266005,31210.024732359117,True,False
568.0,1724.0290227538246,-9102.615090969695,9082.814624180724,-20202.91164241812,True,False
569.0,1726.716397397775,-1579.8350532254212,-5651.23960009973,67748.84360264933,True,False
570.0,1729.759198353292,-1661.9585489066471,-7476.655751917037,-107570.9037242599,True,False
571.0,1732.9814088676371,6497.808685409989,67037.82059143696,-69661.45719573354,True,False
572.0,1735.8894557436215,22270.862225045435,-82218.36536437602,130932.71702514548,True,False
573.0,1739.3690437184987,-17772.531068458076,-28140.800791412777,-7504.113374368446,True,False
574.0,1742.5470708406149,-1909.9599244631297,1063.690917148914,66187.71742348875,True,False
575.0,1745.274165546086,7549.567864904992,30735.879920715724,-8711.622054896574,True,False
576.0,1747.9713804006396,-3437.465910053687,-7652.475340585871,35934.94659964796,True,False
577.0,1751.2397133804157,8617.046666367558,-18954.45863843956,64840.470127779925,True,False
578.0,1753.7994656030098,19234.78517468164,-30556.606893711192,-38199.30070412107,True,False
579.0,1757.2132797621468,4628.107900374467,85.80521801313685,5408.889051566924,True,False
580.0,1759.3229680176785,-761.193987042644,4657.659108343983,-80945.49009443706,True,False
581.0,1762.7497205720938,14504.494029713009,6242.953416406383,58389.26421425968,True,False
582.0,1766.442478869796,-10857.480084579496,-6757.29201488352,35956.022673906446,True,False
583.0,1768.785721877813,-5192.920859499708,-39975.695668950975,5176.863921290844,True,False
584.0,1772.4090044304082,1665.4956332184845,-49165.89044181823,-25278.600383211065,True,False
585.0,1775.0237568175542,8764.478216325848,-31753.45998550552,23116.954126328717,True,False
586.0,1777.7277857923575,-14525.723883928153,-8070.10740926684,-34012.714590367694,True,False
587.0,1781.048969975162,-2447.3445570791087,894.3945158543352,51647.89054329019,True,False
588.0,1783.9714870356693,14523.97896363078,-56251.99989354068,-18874.69352367279,True,False
589.0,1786.8322184992655,11447.336444245004,-14923.569760546248,-24763.55540919601,True,False
590.0,1789.8723756983463,-11885.45701288362,-44524.64306918132,34367.97866337101,True,False
591.0,1793.174139908087,16377.969425040095,-17418.862769627594,-5671.283623882412,True,False
592.0,1796.2454607513992,-50.81803392253141,-30419.68893976128,-7018.36016263553,True,False
593.0,1798.9240731030875,4014.829902220157,6273.020937062086,-38820.38641415773,True,False
594.0,1801.8901586729148,12321.144472265436,-3829.3779914597294,-9381.459448929329,True,False
595.0,1805.421426924416,-19988.344597062514,4156.009969992151,-58027.0757438158,True,False
596.0,1808.2966950321331,-20638.218652784988,-20219.17157056326,-48143.845955115314,True,False
597.0,1811.198004044054,2052.27606167975,-44647.70220426554,-43580.4460424557,True,False
598.0,1813.8493390932613,-2792.608762574805,9542.806849138831,-16738.348611705234,True,False
599.0,1817.055635689453,5267.044470889509,26744.77770459485,15029.85300414034,True,False
600.0,1819.9788632006064,8660.893916903655,-18436.749534689505,27943.434650954707,True,False
601.0,1823.1087672149567,-1677.0792289457993,3070.837942083389,-73852.35705132241,True,False
602.0,1826.364760464095,2373.509889834833,35128.69971820328,16655.038080995713,True,False
603.0,1829.139367644621,-2357.3784867817835,-35014.95295477287,49935.702080122464,True,False
604.0,1832.3267398120693,6956.962531739249,-5081.892952687208,61704.91361007808,True,False
605.0,1834.890465405363,3982.740025449662,-23079.462471578358,14361.993387357574,True,False
606.0,1838.3697987268545,4287.72601395245,44170.64758508884,-26786.09470709604,True,False
607.0,1841.0151515269813,4983.394762237099,-70280.52526679917,64935.68767480865,True,False
608.0,1844.524589122071,-3236.0739213745205,-26862.93469402782,-160221.58332670026,True,False
609.0,1847.3451447989523,-2590.7434440737347,-25742.738592576323,-71557.38943631614,True,False
610.0,1849.516599953095,8578.651700675911,-14495.455478238426,-19440.801443194174,True,False
611.0,1853.2149624573897,-16016.365203482685,49997.69215234405,-37430.37194137307,True,False
612.0,1855.3038418369092,1161.5851024472724,27522.031824588703,-57742.79213572735,True,False
613.0,1858.9138564042316,-13636.72146028183,1842.4406435697629,-74492.92464589067,True,False
614.0,1861.8159481055984,5472.232822000026,-5999.476709095444,-232.430385641212,True,False
615.0,1864.7162278899789,1947.0227892295145,-28224.5823861919,-62353.86833386996,True,False
616.0,1867.8859756947688,-4276.726936909703,24416.232652326693,-7898.173824755702,True,False
617.0,1870.8323359192505,-8237.553933108396,42398.358023566856,-71584.34942846783,True,False
618.0,1873.8305241955163,8909.709730768447,1319.5260770155294,3183.847089109792,True,False
619.0,1877.475168029196,-6211.070365080076,-32977.20504238879,42741.68631625733,True,False
620.0,1879.512945675105,-22427.724334638853,-32396.81779678217,-25093.600501029883,True,False
621.0,1883.174814824496,-141.3910176255081,23118.92506353569,114574.53927435426,True,False
622.0,1886.0289998840144,-1097.1527239127668,48352.57601983492,-3935.331196263882,True,False
623.0,1888.8651871536451,-7905.617330497799,26057.04637916945,53948.08579829656,True,False
624.0,1892.1040263173084,-10730.41476654083,-26006.14841963287,-46191.50438557953,True,False
625.0,1895.2170526472032,1637.6182223339742,15914.891870354972,21089.050488757297,True,False
626.0,1897.835338347632,10269.458758010567,35742.175407707764,-83349.29833196422,True,False
627.0,1901.304779285932,5595.932862157245,-9502.45494071678,22144.966334276454,True,False
628.0,1904.8269163112045,-9784.020341847903,10499.587216191248,610.5451523974128,True,False
629.0,1906.807715579796,-7706.624878164801,23737.17553158957,-81180.57389670795,True,False
630.0,1909.9297325229356,-8010.804715416376,-18252.165348901657,7482.844643462618,True,False
631.0,1913.0908002535084,-1856.065215064757,381.9363907237977,-20034.077443788632,True,False
632.0,1916.3095231969392,-5101.815327585764,19659.89134409097,-2706.297729681413,True,False
633.0,1919.1378560981157,10498.460578525934,-38264.56539516096,-26859.833840502262,True,False
634.0,1922.292217545346,-3988.3175063379977,10914.174897832278,5518.051549336408,True,False
635.0,1925.075765510256,2525.024910714522,1242.2268017339525,-66260.6528775493,True,False
636.0,1927.6986392633369,-1302.8401238393808,-8088.688313769467,13180.925556612485,True,False
637.0,1931.025259643541,-21003.871623625277,19721.17250218978,-79581.93587525359,True,False
638.0,1933.962204140529,549.6954644181735,3755.351653305344,23749.39200920968,True,False
639.0,1937.5754096683856,-6901.86857753006,-12924.553441445583,19869.11453576725,True,False
640.0,1940.2741040887008,11888.049041251612,-12977.029648990803,68047.2878272456,True,False
641.0,1943.3739534393887,7789.182371311866,-18855.154208437776,-22194.534876336023,True,False
642.0,1946.22695084904,606.9063782669816,-69870.26825781084,61319.797355449344,True,False
643.0,1948.506764243797,-17123.21126626628,-20668.688525481743,38505.49367950607,True,False
644.0,1952.058313015056,19181.18582208944,74239.60541367967,71373.38598018521,True,False
645.0,1954.8637890155755,24742.34011578994,-29823.921246749866,161267.91322686398,True,False
646.0,1957.7458540930304,2646.65686046879,-45251.757651854045,36405.11200417229,True,False
647.0,1961.1235683535656,-5817.268352521393,-32439.353460787843,69333.48038978863,True,False
648.0,1964.224936406783,-10760.163171193686,-24052.97588918079,-78183.28409855698,True,False
649.0,1967.2201314546528,-13486.113213709625,22151.656515193063,22627.97011104285,True,False
650.0,1970.3090200592117,7961.178475243869,-28598.03736679388,-16530.22714707567,True,False
651.0,1973.5922961349977,9905.008032734631,-16006.774258751448,-15001.834783213066,True,False
652.0,1975.7958922052492,-839.3599855075116,-25471.39453111756,70656.82439437287,True,False
653.0,1979.29198213179,-157.0708035711253,-1736.4033101229372,-1066.3734235407703,True,False
654.0,1982.0084242336727,-5529.895505308192,-70141.4292481174,31582.50905853509,True,False
655.0,1984.946967312434,-5798.054677548472,-2672.258493664072,9768.93816337271,True,False
656.0,1988.0607532186175,-23372.874327481604,96778.92118252472,25257.12727067711,True,False
657.0,1991.0659387652804,-2761.606521884039,27139.34979800211,-32750.39213410519,True,False
658.0,1993.6587173121943,1149.5861694535145,-23967.079585204297,-19987.229414411155,True,False
659.0,1996.6372187585152,19653.71175944544,-37510.48367079205,89364.24838878479,True,False
660.0,1999.953427032976,15627.967539480136,-54487.02655422148,43808.7629394164,True,False
661.0,2002.6216822486133,-17785.44135748047,-4100.91209965102,-23881.393622292933,True,False
662.0,2006.2679275390524,3419.142445798628,-25194.61584614661,-57348.82994237032,True,False
663.0,2009.242736164896,4808.200428076051,1291.9146770379336,14262.844908367322,True,False
664.0,2012.3735811081565,12264.870584027483,17280.715285640483,583.1552499144206,True,False
665.0,2015.1131795936024,2398.180827691336,-34191.9087987963,9029.315354737715,True,False
666.0,2017.6207517060195,-1334.5030574097498,-15808.643813952758,-31774.030882591614,True,False
667.0,2020.8453462568905,-19728.27445467492,8675.574983628123,-48418.89352205446,True,False
668.0,2023.896101507983,16499.40387139505,28784.58027665084,-28923.013543377107,True,False
669.0,2026.9225400440632,3276.651158806133,-14737.71383077562,-35036.84720317133,True,False
670.0,2029.8714176424917,4911.309301489888,-369.1993462851122,35729.76208095952,True,False
671.0,2033.0882192776264,12663.787914654047,-30749.204883515897,-62773.62817318367,True,False
672.0,2035.8690198900704,-8661.01006719082,-13885.95803772017,-19047.11744900505,True,False
673.0,2039.397662557896,-8557.225110192507,-21454.0261345635,39963.93454188736,True,False
674.0,2041.971946433248,-2067.113459711771,58043.6590834098,-43688.09587434961,True,False
675.0,2045.0982583019093,5416.168370803307,23148.254897169674,-16199.496363367816,True,False
676.0,2048.1892179492306,-20278.24833517548,88766.2376366022,-33032.22260191257,True,False
677.0,2051.0896661915604,11972.28173670825,41114.08302807758,-27590.660693702903,True,False
678.0,2053.96990068515,-1869.2203880987904,9565.288858633108,-3333.734173396495,True,False
679.0,2057.6999946844944,-7456.023525921886,-20518.537297574323,-10759.458273370888,True,False
680.0,2059.4356547510706,7438.732080119954,29063.805951454116,64393.22204055181,True,False
681.0,2062.786931319606,-1602.6217563040193,-8980.045006714423,-29760.444500343507,True,False
682.0,2066.4786569853823,-3939.8063615490746,27667.20434981392,46477.94914563245,True,False
683.0,2068.941822729098,-14679.097833940728,-15489.33314737688,51364.42961174224,True,False
684.0,2072.3229995586144,-4972.540793880683,31619.020873897105,-8255.204568019093,True,False
685.0,2075.018072661866,-6354.1042726741325,4371.825865069954,-87350.1244847804,True,False
686.0,2078.004731988969,-176.33952449417737,-43557.91569792871,-3102.11407510879,True,False
687.0,2080.8565020609603,-3351.966567298117,31849.576039035503,25266.959669098174,True,False
688.0,2084.201139758845,17454.461694469854,-47034.67618005488,66432.72977137506,True,False
689.0,2087.343048838812,-15183.355901123805,-5556.887976111788,-94311.43044736004,True,False
690.0,2089.471846150288,257.5850735642071,3280.8215643963804,42180.448651136736,True,False
691.0,2092.9712098389705,155.54005965887933,40228.56388453545,18451.54286612578,True,False
692.0,2096.0795686342326,-16365.021133436352,-1789.3159915941744,39108.42239601688,True,False
693.0,2098.858127416873,-4794.424680343237,-16314.508466137606,41371.444769860085,True,False
694.0,2102.0044467345,25310.392919082897,6778.481146651426,24623.668064250247,True,False
695.0,2105.0150153495742,10290.497490799542,4722.353858237276,-44068.38835726559,True,False
696.0,2107.507227961995,-25165.24018061265,20987.17013627049,127948.1232625983,True,False
697.0,2110.9062258446675,-2765.2197545722624,-2036.1674446671664,-43512.604599923696,True,False
698.0,2113.7380871782366,-4925.106252245043,28245.1544344031,4837.2347630361055,True,False
699.0,2116.78153339775,1761.0669376476512,34760.67798963028,1589.346133770541,True,False
700.0,2120.2356035382727,12449.330730044663,-32737.98733079121,-62729.90628443573,True,False
701.0,2122.8676790816,447.84280894305454,10020.691910615287,41212.609806093205,True,False
702.0,2126.2211095870416,2545.2223015056115,-6288.395618868748,42808.350661807744,True,False
703.0,2128.491821306431,-1278.4142711709403,15661.967092761986,-3216.227199345683,True,False
704.0,2132.0691387697493,-5015.804077050401,42128.68802358938,-43010.26780149171,True,False
705.0,2134.7074050489578,-17553.79602269506,-24550.276900693705,-20372.868003348463,True,False
706.0,2138.2386128638477,-5867.462326509007,10671.491987304642,-45870.16837417151,True,False
707.0,2141.297662491449,893.5069335060128,-35276.7706591758,-30740.63066305108,True,False
708.0,2144.001884506355,-8281.126133192301,14296.428094127346,30317.59578578892,True,False
709.0,2146.467153009736,11473.901526236856,61986.39923538955,12183.229135112226,True,False
710.0,2149.8638488915426,-5237.42210859004,-19145.466476326445,48127.05967679158,True,False
711.0,2153.4722427329098,5251.659848288394,-39945.141730963565,42083.80985786766,True,False
712.0,2155.807291545908,3807.3378853355593,29138.394969696183,31931.6804796621,True,False
713.0,2159.1418729477045,6792.022966753844,22817.62720574348,44047.757306724765,True,False
714.0,2161.8940375145094,7419.163520897212,2936.463402602247,56450.019765176,True,False
715.0,2165.1429481986825,56.04497204666683,-24998.361659503746,-48498.466258897824,True,False
716.0,2168.3519737996853,-13432.783762722223,4922.930083018794,-27200.83940273709,True,False
717.0,2170.831958160012,-12312.620194796473,-574.7619731839571,-22021.131914565543,True,False
718.0,2174.250654226588,-18660.532682601915,35779.243030565485,-134352.03428488283,True,False
719.0,2176.921943980374,-8643.340202801797,-36436.86360736538,-46562.31194140065,True,False
720.0,2180.119563448582,2881.9143928835133,35176.88398609731,27541.07788582568,True,False
721.0,2182.67837113526,-2615.718629855037,-29753.13754147955,-41855.38122680587,True,False
722.0,2185.711042332953,-4666.324704653663,3258.7357391307646,5372.483514579511,True,False
723.0,2188.673423211448,17665.262799642253,5891.164345646998,-36764.46725763188,True,False
724.0,2191.815002329765,-1436.5163705758068,21774.85027247581,91754.05797382376,True,False
725.0,2195.6870611938098,13592.58801750006,7573.11339084928,124863.24924685768,True,False
726.0,2197.9643490242,9278.446301826434,-22469.49007489277,-59754.62595859316,True,False
727.0,2201.477907020057,14945.777613202052,27283.942204536463,-14221.70006728481,True,False
728.0,2203.6912051559466,-9532.532753963626,-42891.0637669696,-14638.217981609838,True,False
