G,x,y,x2,x3,x4
M,377.0,1140.9308064414545,16717.821606810667,13105.488261234623,85752.1930246769
M,755.0,2275.191988497606,10095.954008356714,32460.42405043642,12120.223107932614
F,765.0,2314.9011074580335,11192.101414673565,-45704.9587784845,34124.30356938318
M,911.0,2743.408519053432,8918.767960826413,-1798.2993322546295,-15762.379601383269
M,110.0,340.1164695293076,6662.272103796918,16058.862031039496,-69414.54443583252
M,442.0,1336.4235895159313,7724.443326309759,24145.127002101784,-81630.03724684584
F,247.0,760.9514645088257,7014.47731150806,275.8189852892083,-11988.467396746784
F,513.0,1558.8028847223245,10010.222788180825,15784.205028208618,8292.963621734183
M,683.0,2058.942380119196,-8831.213796598526,-3237.15436517045,14060.348116559648
M,181.0,552.7840705364665,-7436.8632570230075,-28327.793816326608,-39003.97921770398
M,464.0,1401.726813361005,-19803.726879862967,-39422.69103547999,64259.0197696704
F,903.0,2728.93369476485,4018.6208328665625,-22860.04838252241,-56017.563932204954
F,799.0,2416.9203307865796,15211.920835247593,15696.80074725629,62505.352778220324
F,262.0,806.0747280424616,5224.150089209814,-1099.803780703523,1006.9410208650114
M,183.0,558.7890087439787,8303.115759657956,32301.575947128982,-68488.11490220697
F,504.0,1532.155991260778,-3491.3365331978666,40239.86784338091,90454.1422301048
F,149.0,466.87156275792745,-3095.2016158056094,24984.044157323024,-1825.6877470133443
M,15.0,54.82958300657823,-950.3447107737911,16331.096066799522,-94165.95335070683
F,31.0,112.94761152977317,-16557.639985826023,-8622.459361791161,29264.20775029167
M,978.0,2944.1642289477777,-14818.320105734498,7893.041615631138,14220.090965956633
M,533.0,1609.0096562971273,3808.428623516498,-24170.461164509878,-87398.81273558318
F,719.0,2177.235704622177,-7448.39981182532,39655.50559268777,-94664.97268505437
M,860.0,2590.405245580511,-6924.264945089151,23988.550309502145,29860.920205391183
M,270.0,820.2643543518162,-1513.8068813858467,27203.841066875328,5063.684316939323
F,202.0,626.0439229136966,466.49631493277417,-2609.7428058485584,50087.93530830617
F,413.0,1259.0423588157216,-1398.1450599726297,32197.699273662824,36828.8562345658
M,928.0,2794.0376905692374,-5420.219322368528,15531.0343444934,-5582.42800375684
M,904.0,2722.1836388728007,13849.706908147036,25637.16491976477,53740.302575349844
M,151.0,462.9025377293898,4063.6844679866767,-27608.816691721804,-52591.84347484347
F,885.0,2675.177595819261,-9682.605099773526,-30505.606118449887,37757.82590404236
M,41.0,133.40410995466445,3460.409644948161,-52313.92034820279,-29720.411070163445
M,20.0,70.40655430447772,14707.280586124887,17198.990789736563,-129916.20638921954
M,576.0,1738.059157168972,-454.40790094871613,20546.98974221271,-5731.774280441527
F,519.0,1576.8671791397705,-7461.214789084911,-25681.20665030119,72066.57507317858
F,426.0,1298.171716730566,2924.4529390979055,34238.75517871257,79161.83677245752
M,498.0,1504.226836227979,-2980.40630612663,67304.05470779515,-4655.087454280927
F,982.0,2965.597085009799,6387.073567048105,38280.71184296228,-10314.540450320228
M,418.0,1264.1776135978837,-9890.766762255997,58274.54776465317,-18025.763220303135
F,181.0,562.5554860263439,-1095.4904594705984,-24081.426146311656,-31463.80734272291
M,527.0,1590.6140347338692,-16134.517229945683,51545.70282929725,24352.39894006392
M,962.0,2896.121068242501,10624.542264470558,90861.62735949221,-28995.59951561942
M,999.0,3006.5570875931126,9446.011066534336,27796.447196656496,-67932.96181910872
F,856.0,2587.8461691244825,-3399.431336078518,-12393.238760342221,-10623.816755195778
F,298.0,913.7893306120206,-5620.429210775803,-39893.913566794174,78234.40659540538
M,364.0,1102.2550344050433,-7774.8235709228165,18649.793640924185,-18608.07258624712
M,96.0,297.9577391895398,6629.0270635875495,33763.61229337531,-17660.288728163094
F,457.0,1391.0974318557965,-3097.4661388899513,28311.980254266946,69282.65286191452
M,564.0,1702.3045945874055,1741.1622337780275,-68923.50790391487,33398.48501528238
M,552.0,1665.844471118898,9809.939125860898,-35297.22236009902,-70838.32085036107
F,357.0,1090.5501743933214,4748.176603527916,-21541.884252904318,43555.31932067496
M,308.0,933.9391772411991,3413.3834071052456,-4056.2579074752,-66130.81681738843
F,663.0,2008.5666447909134,-422.46074561210617,18443.75031122308,-26445.41154843873
M,714.0,2152.1098665910145,-6856.224628681851,20154.98682609361,-51102.477540879074
M,480.0,1450.2014170318505,3648.428346695028,-13464.311341745117,-18656.771896362643
M,131.0,403.4510727646554,-6636.624393969788,1614.485379480325,-64790.95735213696
F,491.0,1493.2520077163429,-10962.787439592508,-51898.77732838627,42262.29786362476
F,975.0,2944.818792355495,-6805.1669279321,9140.640878992295,-11259.925015952873
F,230.0,710.093127362037,5450.104422939169,-15142.563662495502,38263.9352284746
M,21.0,73.07981348830373,-628.0451260523673,-16550.56373890592,-40978.293974949505
F,127.0,400.4388976992573,-12965.204124800039,-39709.84034922562,-30311.152256965375
F,897.0,2710.9340089165617,-587.9776710299886,-32312.129215262987,56953.875421702105
M,254.0,771.9444292811925,-2382.331545330478,3002.5583384153856,-68027.96334490973
F,137.0,431.12101117536497,849.7619278657514,-18148.127639308386,22988.627795044886
M,689.0,2076.938445258347,-2969.3077996447405,33812.15639434925,-21286.597751476478
M,214.0,651.9116381877902,6769.990700613602,-7761.7557826118755,3098.7009835772346
F,141.0,443.43724726432856,29761.280308452217,-22398.217706818246,51632.01974892686
M,30.0,99.71372625314237,10765.01918185367,-19861.47191545779,5813.820597695902
M,851.0,2563.272208115074,7348.053060801703,-50018.15468204643,8840.043356394526
M,754.0,2271.5240798613263,-1991.0180980275272,23589.771520588292,-6169.816642457046
F,222.0,685.8696841298702,6595.0154108746865,-10912.648012130814,-14715.936139411107
F,936.0,2828.2894989959805,-802.6471213702351,28641.726394780988,-17493.521447197687
F,112.0,355.778533127175,-350.7929894283172,-6029.439624393582,49578.42706726354
F,870.0,2630.6423010953554,-2950.442786115074,-11070.546166453907,56535.4945480265
F,536.0,1627.9058854190248,10711.026299128232,3663.6606440002265,7919.944132489532
M,559.0,1686.7470121937342,-4247.313017170881,29991.385162342558,48616.883161246275
F,428.0,1303.813041849012,12268.037916057561,-14461.501762318505,46027.40639074608
F,956.0,3000002888.360557,7190.814820842245,16323.992726064636,53137.945052544135
M,179.0,547.1766222300615,9648.454653899496,30916.766052507748,1936.1374487240425
F,110.0,350.6081835608898,-2883.1150264257694,-13336.499866693657,61863.43276557758
F,571.0,1732.7027120795474,-12350.763969642196,-36097.546300335205,-1713.4314924305154
M,228.0,694.2070660612897,-2475.947549062704,-49790.650617859625,54038.34716835848
F,900.0,2719.9872885821433,-6818.720797276548,8256.335893009806,-36667.90735737094
M,155.0,474.68128962220277,-4635.859357267492,-54480.697799296766,13936.920949142186
F,47.0,161.3290644508516,-7567.037205624236,-35643.56494334387,66083.74720218412
M,77.0,241.3133680202745,-111.80715785463558,12565.653769399782,47362.65723983882
F,725.0,2195.1521053308434,12233.273853554196,7641.397032514729,-42911.571019587944
M,136.0,418.74862573242734,1878.401036939757,15355.64575561848,62086.0267254854
M,622.0,1875.9248022560132,8157.71553461161,12047.251641929612,-50259.06710429833
M,693.0,2089.1547193003007,15530.147020086837,-1553.1130007072768,59477.06982478407
F,646.0,1958.608524028288,-7420.33829733301,-17192.415877066265,94791.15797150259
M,685.0,2065.3480267549626,8186.456513552125,9688.733475520487,40584.89983276523
M,936.0,2818.156038588319,-2612.9138041169763,9148.053243265278,17416.390162767715
F,625.0,1894.6785535420486,-712.3838124163348,4429.538848627535,-58695.48062857036
M,779.0,2347.08809715244,-6460.363355041854,7331.065654359471,-20894.087108796528
M,563.0,1699.4001150384304,7084.448919544175,28885.39909039933,43265.56547159753
F,476.0,1447.45511392348,-23450.018894096713,-24854.620994832578,4615.71789959543
F,206.0,637.8046819978534,-4370.719169792566,-33489.81917820413,-51974.21747494465
F,508.0,1544.3459066291434,-522.7671574537944,-6492.077722944861,-12796.373871134267
F,188.0,584.1069284202956,-7356.119724724907,-17659.4852048817,42563.819356029206
F,219.0,676.5144891080922,-16810.59434896095,9860.477058168579,-17461.88075336903
M,388.0,1174.2382564816596,-16215.744321401728,19745.157681266548,-16397.50222306935
M,883.0,2658.5301479929485,3395.707111480581,38216.43913782304,-36359.77611721003
M,73.0,229.03181887077932,-10712.346061032571,-45815.91530648313,-70653.90494525438
M,735.0,2215.100746463741,8359.304113793256,-3054.7464076691117,-33154.56541658835
F,86.0,278.0957236322244,-10947.10266197293,8667.80513650771,60051.07998547781
F,409.0,1246.246024377197,25658.51735871082,9023.35433619038,-89505.20008014838
F,609.0,1847.0529221327924,12267.582822434844,51777.032806330884,-41195.3445875853
F,954.0,2882.375501296079,-3110.5523234444636,-34410.84203444903,-65818.11658560934
M,324.0,981.8869288365047,-11505.0579200874,-17906.644835548257,-20883.21615652189
M,713.0,2148.815068502764,-1773.8351391367516,-27779.57383928911,-38479.338017177935
F,814.0,2462.1205560908006,-2654.3154267680534,-8978.750603932007,-57078.19253113452
M,284.0,862.2525842938353,13103.101214673412,-20853.32311305907,4555.828740430956
F,345.0,1055.0889906303935,9719.533183194691,3731.0391722072527,-14470.84633581716
F,346.0,1058.0390492707006,14438.479946878895,-32184.81660200496,-6171.701710643851
M,313.0,949.4417137898586,-9136.18945041405,19135.03768832911,-22972.726646039693
M,83.0,259.4044488903215,-1455.6335417141313,10109.553238617893,-16377.915457884548
M,727.0,2190.95648909475,8122.3381320729495,-1734.006986295017,10397.929957563638
M,2.0,16.429242678400016,-16394.04461789224,-26990.61899464773,-70560.98333112599
F,494.0,1502.4751194363607,5996.439261272186,10491.167249248554,-10025.697251509957
F,167.0,520.4880984374736,-10601.467481069372,-36080.28885832435,60834.31495577554
M,49.0,156.9875713795648,-24189.318175476372,-16602.980183201165,-38340.20423401802
M,249.0,756.9878260364484,-13712.205205667104,14500.868553681816,3181.299534980179
F,297.0,910.854611297384,4877.868607350698,-8847.475516292072,-37278.14662746894
M,950.0,2859.6973402306244,-12567.790195245256,-23924.21852386424,-10526.137989581282
M,337.0,1020.9157895788462,3891.8184033006155,64752.468621478794,10049.86535177231
F,581.0,1763.0041692100622,-8561.554153058725,-13096.566883129834,18151.648248794943
M,485.0,1465.0916390585123,-3359.6581370064805,3221.205586638766,84250.41307174347
M,361.0,1092.8918563801144,-5281.054737255687,-9720.765344521775,-16957.85692021413
F,133.0,419.514156443679,1107.4905322450895,20854.1640706285,-22030.585876571007
M,417.0,1261.3651113394858,3743.1502466670136,270.4632170483828,-7608.69657044778
M,240.0,730.0289757673794,7115.110828423116,-4411.740772123737,113004.81452766644
M,650.0,1959.6537737857398,-2566.1225734914246,113.77795797692991,-74770.7847197165
F,859.0,2597.052543767478,11800.752918615244,25568.45876511517,36894.37756300632
M,590.0,1780.287435461526,-14650.977784511217,-8958.665946353074,3761.2298099935515
M,922.0,2775.8547089274016,-17180.501393812043,4578.26870282549,-53066.424914934454
M,830.0,2500.018792699067,-132.78578763558787,24019.036487853413,1178.224650216605
M,87.0,271.11160614475773,2326.9111388698084,-10373.149217110282,11599.634006628163
M,662.0,1996.0619559940533,-13719.44003563041,54954.45958305345,-59329.5866475611
F,243.0,748.9835679028567,1148.9703014023055,16682.514966375747,-13695.487983273171
F,939.0,2837.38023168815,14878.281198403247,-171.14427838011045,-17820.833787317108
F,489.0,1486.9913131416322,17090.851099247768,-19886.38716705402,35703.39032199369
M,42.0,136.3060322217629,897.4042860171542,18424.514227357264,-49614.47981269709
F,3.0,28.47669233119209,-2237.967042869402,-3406.1415463781277,-58918.69983712585
F,268.0,823.9423768676832,792.9157046672603,4546.724033541532,-48359.85289696993
M,827.0,2491.040428774247,1297.3053207778432,1868.9427969508602,70933.9035166082
F,943.0,2849.0124208954467,2733.52651771448,17978.901129826765,13752.901405337747
M,492.0,1486.0758554051813,24938.54913704486,11145.612775657572,6646.8669801096785
F,853.0,2578.733642581654,1295.573238553155,16218.186226549977,-42261.82376775486
M,801.0,2413.3007404333093,2167.024340116174,-15580.955561741734,-21060.570299877785
M,598.0,1803.6005357201661,3684.447938968318,-6773.699637499067,12476.341059565022
M,828.0,2494.14733015774,6627.022833772837,-44452.269121527344,-68218.66299947469
F,286.0,877.7311611840378,-10824.014664947794,6023.310834717591,33518.68798996804
M,696.0,2097.7453503702436,1822.5125980394434,-28790.637948963747,-21237.321702443427
F,303.0,928.8630474205206,8740.588578869476,42780.36677225528,1713.7183230829546
M,69.0,217.0378062518595,-3556.8789784128203,-1858.3470189480106,3657.3163776942247
M,897.0,2700.852518515,10092.812268469153,-4686.917543494967,-59801.38907076096
F,818.0,2474.184060470219,-4392.903561069868,-24126.841658021134,-4830.213469815629
F,11.0,53.210513138443105,-8998.159060268083,16417.829852073835,-24871.76423556097
M,248.0,754.1066447934923,-519.388024253717,4068.3004173055156,-45938.3060178497
F,271.0,833.2604923687204,15096.48743800041,-45170.089760048104,-6703.119765133006
M,231.0,702.9890825194722,-15062.906670034718,-2904.802271933093,61531.93422352659
F,24.0,91.83440572920775,4713.225509463123,-989.0165250971943,49582.2343333312
F,980.0,2960.2533572490906,15517.276545607472,9025.208973111052,-46032.588505291125
F,649.0,1966.6925761462858,4936.842091882466,-22243.60866956705,3032.598180070715
F,942.0,2845.5328547928657,-8742.95966595502,-6537.96569118253,27881.20539019761
F,662.0,2005.6856550236516,-5866.90473968208,-21480.944817769014,-99628.5823383041
F,163.0,508.63283209791933,-726.5498128539253,45761.57441050769,-49394.74345654071
M,814.0,2452.140450846422,-585.8421247999936,-20015.932490737516,28060.031837644146
F,623.0,1889.0683232822003,-9488.893630398357,6371.242381740877,63253.0261885164
M,641.0,1932.7023863903987,11952.68051559936,11435.89243381985,11583.806660811697
F,564.0,1711.691455643242,8694.4799886671,15288.865772357487,28833.436088193488
F,27.0,101.54808588112229,-6836.781489108076,-206.62437314055575,11165.616931741939
F,805.0,2435.4200133652766,-11772.389523550633,3399.2754080404884,11723.1316686328
F,607.0,1840.9713650558947,-2067.2263689411884,11633.835648143306,1702.4360517810178
M,370.0,1120.1806082777837,10607.434920484782,-25217.638276379515,-13673.252763765902
M,584.0,1761.4906286355188,5023.154924843762,13265.931354422311,43509.3616303956
M,333.0,4000001008.8340607,10872.721329263188,21561.603223426027,39639.23192543732
F,641.0,1943.6344696499564,2466.3240256164518,28963.186301726582,38140.75436781048
F,422.0,1285.878452461699,-9462.900479329366,-52914.54931799515,49100.52622766223
F,238.0,733.9499844451265,-7692.232492764265,5147.2215594424815,-5066.253362515457
M,354.0,1072.34919619614,-13986.651829394468,41276.68825542201,31317.489006758897
F,95.0,304.781024824857,11619.595190739636,12100.587248602627,4844.843079504983
M,369.0,1116.8656636182182,11219.469621725453,14000.43825315993,56815.523224253484
M,53.0,168.56310878569712,-13123.489629492497,17214.838887404323,25483.041871612793
M,667.0,2011.073735305355,-11453.579130253438,10467.946323088954,-27135.05170458279
F,126.0,398.42047623061796,-7815.360665512075,-62680.75134457868,-56973.70220414509
F,972.0,2936.184300735438,-12346.790982558332,-56465.70089950626,-16478.328644390087
F,407.0,1241.07235216475,2626.2996609936527,-22603.24144567318,5663.700157557536
F,573.0,1739.0128163559352,-2583.749924479174,-5331.761859859104,81277.42560525358
F,68.0,223.9574731633927,8496.020705264667,21472.674923195184,15689.493169531337
F,606.0,1837.2462795630154,7537.768962092296,17036.28509540906,-13839.300890204
F,538.0,1634.5211326319497,-4004.6334463413923,-57031.23058985979,-49025.785384205614
M,861.0,2593.201144132123,-4951.239618422433,19868.94075968437,9736.453432763077
F,633.0,1919.1175484061498,9524.44074865573,35129.46265833602,-24652.771710758305
M,314.0,952.2282275412624,1661.8452558553242,-2623.8516363405297,-38763.93998528998
M,246.0,747.9079093640675,-34122.743212640366,73504.8262223851,-37930.936639311105
M,447.0,1351.3125136312417,-7963.520295192199,-7461.48854213351,-17126.88919375607
F,882.0,2666.492854104012,-3233.3847623409083,-5137.140091034681,65338.82906788846
F,321.0,983.1743753440956,15.947532147036062,80289.52324261435,-30286.7488155448
M,745.0,2244.790650868472,8887.74789657401,-37261.77575825003,44684.265658029355
F,340.0,1039.8272786243283,4100.083999283864,-62778.58691446527,-62520.857555242605
M,777.0,2341.3475694773147,8017.625922849666,-48252.71321369959,-13036.52325124976
F,841.0,2542.4759555940013,2438.0875417310895,38892.42128939367,-27402.795778413423
M,537.0,1621.1651427379163,2998.532746861072,-11690.074258528437,-35136.52844511641
M,930.0,2800.1334929191657,-23643.611977068773,45651.57223755435,-4623.315695627315
F,904.0,2731.174754161616,5098.115014630353,41244.07706087196,-28502.805869738324
F,947.0,2860.902981635177,11477.990550204282,-28530.4288942785,13875.832242807015
F,827.0,2501.2803522269724,-12686.75868089577,24771.25049925075,67486.8722198101
F,929.0,2806.6187797959633,-3076.6501429656905,11938.992793784622,57046.962611117444
M,31.0,103.19808769114206,22609.55731311578,14808.5232382854,92047.86822477372
F,475.0,1444.555585623215,-8224.105421108012,11361.38858167618,-18033.509748420234
M,816.0,2458.147308504398,4465.340345053755,53543.89626300748,45012.006786185615
M,409.0,1237.1298276797743,4073.2828171630163,-76118.73071095356,-34738.300641532594
M,460.0,1389.177287532106,14261.596387064206,-25206.719566510183,38698.83961051991
F,382.0,1165.7934851631949,9345.289006411993,-39391.417865830204,-14993.791292690195
M,675.0,2035.1334693340125,-2349.2854607689696,-17449.664359605278,-26086.38735484628
M,148.0,454.3697860624035,1748.1610021870156,33104.45637730991,7347.831692793707
F,81.0,262.6745184686632,5215.712493757314,-45869.239408306494,32812.46051786828
F,218.0,674.4941291016914,4692.672340082969,7879.0914172270095,-253.34635747332993
M,177.0,541.2034298991023,-6539.223563376076,-26940.83793168145,12949.547040289974
M,618.0,1864.558109303845,15306.818659024368,-54510.89566432125,-23482.293818328257
F,26.0,97.47525940775682,1146.904937943806,10158.676528711021,51052.12714908004
F,999.0,3016.3221938774614,-13487.040608962618,36970.03130652404,66143.27950767813
F,987.0,2981.3827027370817,-9571.792214715688,-18414.88061201611,33537.37387194421
